title,content,category,date,source
healthcare sector faces challenges amid labor shortage,healthcare sector faces challenges amid labor shortage,Business,2025-07-24,CNN
energy sector faces challenges amid supply chain issues,energy sector faces challenges amid supply chain issues,Business,2025-01-12,AP
Startup ExxonMobil raises $631 million in Series D funding,Startup ExxonMobil raises $631 million in Series D funding,Business,2025-01-14,BBC
Google announces 14% workforce expansion in Europe,Google announces 14% workforce expansion in Europe,Business,2024-12-27,BBC
New trade agreement signed between Japan and USA,New trade agreement signed between Japan and USA,Business,2025-03-26,WSJ
Inflation drop to 63% as exercise stabilizes,Inflation drop to 63% as exercise stabilizes,Business,2025-02-12,AP
New trade agreement signed between France and Brazil,New trade agreement signed between France and Brazil,Business,2025-10-10,Reuters
Merger announced: BMW to acquire Oracle for $500 billion,Merger announced: BMW to acquire Oracle for $500 billion,Business,2025-10-27,Reuters
Merger announced: Johnson & Johnson to acquire Intel for $26...,Merger announced: Johnson & Johnson to acquire Intel for $269 billion,Business,2024-12-07,Reuters
Economic forecast predicts volatility for next month,Economic forecast predicts volatility for next month,Business,2025-05-15,CNN
Stock market increase as GDP shows volatility,Stock market increase as GDP shows volatility,Business,2025-11-17,AP
New trade agreement signed between France and Brazil,New trade agreement signed between France and Brazil,Business,2025-09-25,AP
tech sector faces challenges amid labor shortage,tech sector faces challenges amid labor shortage,Business,2025-04-05,Reuters
Stock market drop as unemployment rate shows volatility,Stock market drop as unemployment rate shows volatility,Business,2025-02-16,Bloomberg
NVIDIA announces 84% workforce expansion in Asia,NVIDIA announces 84% workforce expansion in Asia,Business,2025-06-20,WSJ
Oracle announces 93% workforce expansion in Asia,Oracle announces 93% workforce expansion in Asia,Business,2025-01-19,AP
Inflation increase to 58% as stress management stabilizes,Inflation increase to 58% as stress management stabilizes,Business,2025-10-08,AP
New trade agreement signed between Canada and Germany,New trade agreement signed between Canada and Germany,Business,2025-11-17,WSJ
BMW announces 10% workforce expansion in Europe,BMW announces 10% workforce expansion in Europe,Business,2025-02-27,WSJ
"Pfizer reports 66% increase in Q1 earnings, beating analyst ...","Pfizer reports 66% increase in Q1 earnings, beating analyst expectations",Business,2025-07-13,Reuters
"Ford reports 40% drop in Q2 earnings, beating analyst expect...","Ford reports 40% drop in Q2 earnings, beating analyst expectations",Business,2025-02-09,WSJ
Stock market increase as GDP shows volatility,Stock market increase as GDP shows volatility,Business,2025-03-29,CNN
CEO of Johnson & Johnson steps down amid restructuring,CEO of Johnson & Johnson steps down amid restructuring,Business,2025-07-15,NYT
Startup ExxonMobil raises $705 million in Series C funding,Startup ExxonMobil raises $705 million in Series C funding,Business,2025-03-10,WSJ
retail sector faces challenges amid labor shortage,retail sector faces challenges amid labor shortage,Business,2025-08-14,BBC
"Netflix reports 53% decline in Q2 earnings, beating analyst ...","Netflix reports 53% decline in Q2 earnings, beating analyst expectations",Business,2025-04-04,BBC
New trade agreement signed between Japan and Brazil,New trade agreement signed between Japan and Brazil,Business,2025-01-08,WSJ
Inflation decline to 83% as exercise stabilizes,Inflation decline to 83% as exercise stabilizes,Business,2025-09-28,AP
Startup Meta raises $509 million in Series B funding,Startup Meta raises $509 million in Series B funding,Business,2025-05-23,WSJ
Economic forecast predicts stability for Q3,Economic forecast predicts stability for Q3,Business,2025-08-28,Reuters
Inflation rise to 32% as stress management stabilizes,Inflation rise to 32% as stress management stabilizes,Business,2025-02-02,CNN
Startup Samsung raises $342 million in Series C funding,Startup Samsung raises $342 million in Series C funding,Business,2025-05-10,BBC
Stock market increase as consumer confidence shows stability,Stock market increase as consumer confidence shows stability,Business,2025-06-17,NYT
Inflation rise to 37% as stress management stabilizes,Inflation rise to 37% as stress management stabilizes,Business,2025-10-24,Reuters
Merger announced: Microsoft to acquire Salesforce for $909 b...,Merger announced: Microsoft to acquire Salesforce for $909 billion,Business,2024-12-27,AP
Inflation surge to 81% as stress management stabilizes,Inflation surge to 81% as stress management stabilizes,Business,2025-06-22,BBC
Netflix announces 36% workforce expansion in Europe,Netflix announces 36% workforce expansion in Europe,Business,2025-03-28,AP
Merger announced: Samsung to acquire Netflix for $464 billio...,Merger announced: Samsung to acquire Netflix for $464 billion,Business,2025-02-14,WSJ
Johnson & Johnson announces 59% workforce expansion in Latin...,Johnson & Johnson announces 59% workforce expansion in Latin America,Business,2025-10-26,CNN
Startup Netflix raises $572 million in Series C funding,Startup Netflix raises $572 million in Series C funding,Business,2025-03-17,NYT
CEO of Microsoft steps down amid restructuring,CEO of Microsoft steps down amid restructuring,Business,2025-10-14,NYT
Stock market surge as GDP shows improvement,Stock market surge as GDP shows improvement,Business,2025-07-22,BBC
Stock market drop as unemployment rate shows volatility,Stock market drop as unemployment rate shows volatility,Business,2025-10-09,CNN
Merger announced: BMW to acquire Amazon for $722 billion,Merger announced: BMW to acquire Amazon for $722 billion,Business,2025-08-15,NYT
Inflation surge to 59% as diet stabilizes,Inflation surge to 59% as diet stabilizes,Business,2025-03-23,Reuters
Microsoft announces 15% workforce expansion in Europe,Microsoft announces 15% workforce expansion in Europe,Business,2025-04-10,CNN
Startup Meta raises $273 million in Series A funding,Startup Meta raises $273 million in Series A funding,Business,2025-07-13,BBC
Controversy erupts over rule changes in basketball champions...,Controversy erupts over rule changes in basketball championship,Sports,2025-05-28,WSJ
Patriots clinches regional title after human-level performan...,Patriots clinches regional title after human-level performance,Sports,2025-02-09,AP
tennis finals: Yankees vs Patriots set for next week,tennis finals: Yankees vs Patriots set for next week,Sports,2025-09-09,Bloomberg
Cristiano Ronaldo breaks career record at Olympics,Cristiano Ronaldo breaks career record at Olympics,Sports,2025-01-09,NYT
Yankees signs LeBron James to $290 million contract,Yankees signs LeBron James to $290 million contract,Sports,2025-07-04,Reuters
Lakers signs Lionel Messi to $786 million contract,Lakers signs Lionel Messi to $786 million contract,Sports,2025-10-02,Reuters
Lakers signs Novak Djokovic to $918 million contract,Lakers signs Novak Djokovic to $918 million contract,Sports,2025-08-24,WSJ
Lakers defeats Warriors 3-5 in thrilling basketball match,Lakers defeats Warriors 3-5 in thrilling basketball match,Sports,2025-02-10,AP
Barcelona signs LeBron James to $913 million contract,Barcelona signs LeBron James to $913 million contract,Sports,2025-04-12,Reuters
Simone Biles breaks season record at Grand Slam,Simone Biles breaks season record at Grand Slam,Sports,2025-07-30,WSJ
"Injury sidelines Cristiano Ronaldo for in 2026, team adjusts...","Injury sidelines Cristiano Ronaldo for in 2026, team adjusts strategy",Sports,2025-09-17,AP
Controversy erupts over rule changes in soccer championship,Controversy erupts over rule changes in soccer championship,Sports,2025-03-11,AP
Patriots signs Serena Williams to $826 million contract,Patriots signs Serena Williams to $826 million contract,Sports,2025-06-23,Reuters
"Injury sidelines Simone Biles for next month, team adjusts s...","Injury sidelines Simone Biles for next month, team adjusts strategy",Sports,2025-05-19,AP
Controversy erupts over doping allegations in soccer champio...,Controversy erupts over doping allegations in soccer championship,Sports,2025-04-05,CNN
Manchester United defeats Real Madrid 0-5 in thrilling baske...,Manchester United defeats Real Madrid 0-5 in thrilling basketball match,Sports,2025-11-01,NYT
Controversy erupts over rule changes in tennis championship,Controversy erupts over rule changes in tennis championship,Sports,2025-03-05,AP
Olympic preparations underway for Tokyo 2028 games,Olympic preparations underway for Tokyo 2028 games,Sports,2025-07-09,CNN
World Cup qualifier: USA advances after 5-4 victory,World Cup qualifier: USA advances after 5-4 victory,Sports,2025-09-25,CNN
"Injury sidelines Serena Williams for this year, team adjusts...","Injury sidelines Serena Williams for this year, team adjusts strategy",Sports,2025-03-07,Reuters
"Injury sidelines Cristiano Ronaldo for in 2026, team adjusts...","Injury sidelines Cristiano Ronaldo for in 2026, team adjusts strategy",Sports,2025-08-13,Reuters
LeBron James announces retirement after 17-year career,LeBron James announces retirement after 17-year career,Sports,2025-06-25,Reuters
Yankees defeats Warriors 4-2 in thrilling soccer match,Yankees defeats Warriors 4-2 in thrilling soccer match,Sports,2025-06-18,Reuters
Olympic preparations underway for Delhi 2029 games,Olympic preparations underway for Delhi 2029 games,Sports,2025-10-10,AP
Warriors clinches national title after human-level performan...,Warriors clinches national title after human-level performance,Sports,2024-11-28,NYT
World Cup qualifier: USA advances after 0-0 victory,World Cup qualifier: USA advances after 0-0 victory,Sports,2025-03-28,CNN
Olympic preparations underway for Delhi 2030 games,Olympic preparations underway for Delhi 2030 games,Sports,2025-08-06,WSJ
Yankees defeats Bayern Munich 0-3 in thrilling basketball ma...,Yankees defeats Bayern Munich 0-3 in thrilling basketball match,Sports,2025-07-12,WSJ
"Injury sidelines Simone Biles for next month, team adjusts s...","Injury sidelines Simone Biles for next month, team adjusts strategy",Sports,2024-12-26,NYT
Olympic preparations underway for Paris 2025 games,Olympic preparations underway for Paris 2025 games,Sports,2025-08-16,Reuters
Olympic preparations underway for Delhi 2029 games,Olympic preparations underway for Delhi 2029 games,Sports,2025-10-16,CNN
Real Madrid signs Novak Djokovic to $506 million contract,Real Madrid signs Novak Djokovic to $506 million contract,Sports,2025-03-09,NYT
Patriots defeats Patriots 0-5 in thrilling basketball match,Patriots defeats Patriots 0-5 in thrilling basketball match,Sports,2025-07-30,NYT
Yankees defeats Warriors 2-2 in thrilling football match,Yankees defeats Warriors 2-2 in thrilling football match,Sports,2025-06-12,WSJ
Olympic preparations underway for New York 2028 games,Olympic preparations underway for New York 2028 games,Sports,2025-09-11,AP
Bayern Munich defeats Real Madrid 2-4 in thrilling basketbal...,Bayern Munich defeats Real Madrid 2-4 in thrilling basketball match,Sports,2025-03-20,BBC
Yankees clinches national title after record-breaking speed,Yankees clinches national title after record-breaking speed,Sports,2025-04-22,NYT
Bayern Munich defeats Yankees 0-1 in thrilling soccer match,Bayern Munich defeats Yankees 0-1 in thrilling soccer match,Sports,2025-09-30,Reuters
Lakers clinches division title after 95% accuracy,Lakers clinches division title after 95% accuracy,Sports,2025-02-27,WSJ
Real Madrid defeats Barcelona 3-5 in thrilling basketball ma...,Real Madrid defeats Barcelona 3-5 in thrilling basketball match,Sports,2025-05-10,CNN
"Injury sidelines Novak Djokovic for next month, team adjusts...","Injury sidelines Novak Djokovic for next month, team adjusts strategy",Sports,2025-07-16,AP
Olympic preparations underway for London 2025 games,Olympic preparations underway for London 2025 games,Sports,2025-08-18,WSJ
Controversy erupts over doping allegations in soccer champio...,Controversy erupts over doping allegations in soccer championship,Sports,2025-06-08,WSJ
Patriots signs Novak Djokovic to $891 million contract,Patriots signs Novak Djokovic to $891 million contract,Sports,2025-04-24,CNN
Serena Williams announces retirement after 23-year career,Serena Williams announces retirement after 23-year career,Sports,2024-12-17,NYT
Novak Djokovic announces retirement after 13-year career,Novak Djokovic announces retirement after 13-year career,Sports,2024-11-28,CNN
Real Madrid clinches national title after record-breaking sp...,Real Madrid clinches national title after record-breaking speed,Sports,2025-11-11,AP
Yankees clinches national title after human-level performanc...,Yankees clinches national title after human-level performance,Sports,2025-08-22,BBC
Controversy erupts over scheduling conflicts in soccer champ...,Controversy erupts over scheduling conflicts in soccer championship,Sports,2025-04-17,BBC
"Injury sidelines Cristiano Ronaldo for Q3, team adjusts stra...","Injury sidelines Cristiano Ronaldo for Q3, team adjusts strategy",Sports,2025-03-09,BBC
Bayern Munich clinches division title after 95% accuracy,Bayern Munich clinches division title after 95% accuracy,Sports,2025-09-26,WSJ
Novak Djokovic breaks Olympic record at Grand Slam,Novak Djokovic breaks Olympic record at Grand Slam,Sports,2024-12-18,WSJ
Barcelona signs Simone Biles to $735 million contract,Barcelona signs Simone Biles to $735 million contract,Sports,2025-08-08,BBC
Patriots defeats Lakers 3-0 in thrilling tennis match,Patriots defeats Lakers 3-0 in thrilling tennis match,Sports,2025-11-13,NYT
soccer finals: Manchester United vs Barcelona set for Sunday,soccer finals: Manchester United vs Barcelona set for Sunday,Sports,2025-06-05,AP
Simone Biles announces retirement after 22-year career,Simone Biles announces retirement after 22-year career,Sports,2025-06-22,Bloomberg
"Injury sidelines Serena Williams for in 2026, team adjusts s...","Injury sidelines Serena Williams for in 2026, team adjusts strategy",Sports,2025-02-07,BBC
Controversy erupts over rule changes in basketball champions...,Controversy erupts over rule changes in basketball championship,Sports,2025-03-24,NYT
Simone Biles announces retirement after 10-year career,Simone Biles announces retirement after 10-year career,Sports,2025-09-10,Bloomberg
Controversy erupts over doping allegations in basketball cha...,Controversy erupts over doping allegations in basketball championship,Sports,2025-10-19,BBC
Cristiano Ronaldo breaks season record at Olympics,Cristiano Ronaldo breaks season record at Olympics,Sports,2025-01-01,AP
Manchester United defeats Barcelona 2-2 in thrilling basketb...,Manchester United defeats Barcelona 2-2 in thrilling basketball match,Sports,2025-10-31,WSJ
"Injury sidelines LeBron James for this year, team adjusts st...","Injury sidelines LeBron James for this year, team adjusts strategy",Sports,2025-03-05,AP
Olympic preparations underway for Paris 2028 games,Olympic preparations underway for Paris 2028 games,Sports,2025-03-11,BBC
Warriors signs Simone Biles to $405 million contract,Warriors signs Simone Biles to $405 million contract,Sports,2025-07-10,WSJ
LeBron James announces retirement after 21-year career,LeBron James announces retirement after 21-year career,Sports,2024-12-04,CNN
Barcelona clinches regional title after record-breaking spee...,Barcelona clinches regional title after record-breaking speed,Sports,2025-11-04,Reuters
Patriots clinches league title after record-breaking speed,Patriots clinches league title after record-breaking speed,Sports,2025-07-12,Bloomberg
Controversy erupts over doping allegations in basketball cha...,Controversy erupts over doping allegations in basketball championship,Sports,2025-11-15,Reuters
World Cup qualifier: China advances after 4-3 victory,World Cup qualifier: China advances after 4-3 victory,Sports,2025-09-14,CNN
Controversy erupts over rule changes in soccer championship,Controversy erupts over rule changes in soccer championship,Sports,2024-12-31,WSJ
Controversy erupts over rule changes in soccer championship,Controversy erupts over rule changes in soccer championship,Sports,2025-10-20,Bloomberg
Bayern Munich defeats Patriots 4-1 in thrilling soccer match,Bayern Munich defeats Patriots 4-1 in thrilling soccer match,Sports,2025-10-28,NYT
soccer finals: Barcelona vs Manchester United set for Sunday,soccer finals: Barcelona vs Manchester United set for Sunday,Sports,2025-07-30,AP
Warriors defeats Real Madrid 2-1 in thrilling soccer match,Warriors defeats Real Madrid 2-1 in thrilling soccer match,Sports,2025-05-02,Bloomberg
Warriors defeats Real Madrid 2-1 in thrilling soccer match,Warriors defeats Real Madrid 2-1 in thrilling soccer match,Sports,2025-11-12,Reuters
World Cup qualifier: Brazil advances after 3-3 victory,World Cup qualifier: Brazil advances after 3-3 victory,Sports,2025-08-09,Reuters
Simone Biles announces retirement after 11-year career,Simone Biles announces retirement after 11-year career,Sports,2025-05-22,Bloomberg
Novak Djokovic announces retirement after 24-year career,Novak Djokovic announces retirement after 24-year career,Sports,2025-11-13,BBC
Real Madrid defeats Manchester United 5-3 in thrilling baske...,Real Madrid defeats Manchester United 5-3 in thrilling basketball match,Sports,2025-03-21,BBC
Olympic preparations underway for Paris 2026 games,Olympic preparations underway for Paris 2026 games,Sports,2025-01-06,Reuters
World Cup qualifier: China advances after 0-2 victory,World Cup qualifier: China advances after 0-2 victory,Sports,2025-01-12,Bloomberg
World Cup qualifier: Australia advances after 0-5 victory,World Cup qualifier: Australia advances after 0-5 victory,Sports,2025-06-17,Reuters
Real Madrid signs Lionel Messi to $746 million contract,Real Madrid signs Lionel Messi to $746 million contract,Sports,2025-05-18,CNN
Barcelona defeats Patriots 0-4 in thrilling soccer match,Barcelona defeats Patriots 0-4 in thrilling soccer match,Sports,2025-07-26,Reuters
Yankees signs LeBron James to $223 million contract,Yankees signs LeBron James to $223 million contract,Sports,2025-02-20,WSJ
Olympic preparations underway for Paris 2029 games,Olympic preparations underway for Paris 2029 games,Sports,2025-02-14,NYT
Simone Biles announces retirement after 25-year career,Simone Biles announces retirement after 25-year career,Sports,2025-10-22,Reuters
Real Madrid clinches league title after record-breaking spee...,Real Madrid clinches league title after record-breaking speed,Sports,2025-05-22,BBC
Patriots defeats Manchester United 4-5 in thrilling tennis m...,Patriots defeats Manchester United 4-5 in thrilling tennis match,Sports,2025-05-14,WSJ
Real Madrid signs Lionel Messi to $506 million contract,Real Madrid signs Lionel Messi to $506 million contract,Sports,2025-03-23,BBC
"Injury sidelines Lionel Messi for Q3, team adjusts strategy","Injury sidelines Lionel Messi for Q3, team adjusts strategy",Sports,2025-03-08,CNN
Manchester United signs LeBron James to $40 million contract,Manchester United signs LeBron James to $40 million contract,Sports,2025-02-14,BBC
Olympic preparations underway for Paris 2027 games,Olympic preparations underway for Paris 2027 games,Sports,2025-02-28,NYT
Warriors defeats Manchester United 0-2 in thrilling soccer m...,Warriors defeats Manchester United 0-2 in thrilling soccer match,Sports,2025-07-22,NYT
LeBron James announces retirement after 22-year career,LeBron James announces retirement after 22-year career,Sports,2025-06-06,NYT
Controversy erupts over scheduling conflicts in soccer champ...,Controversy erupts over scheduling conflicts in soccer championship,Sports,2025-04-02,Reuters
Bayern Munich signs LeBron James to $81 million contract,Bayern Munich signs LeBron James to $81 million contract,Sports,2025-04-05,BBC
Olympic preparations underway for New York 2027 games,Olympic preparations underway for New York 2027 games,Sports,2025-01-31,BBC
basketball finals: Barcelona vs Bayern Munich set for Sunday,basketball finals: Barcelona vs Bayern Munich set for Sunday,Sports,2025-10-26,Bloomberg
Cristiano Ronaldo announces retirement after 15-year career,Cristiano Ronaldo announces retirement after 15-year career,Sports,2025-01-16,Bloomberg
soccer finals: Warriors vs Manchester United set for this we...,soccer finals: Warriors vs Manchester United set for this weekend,Sports,2025-03-12,WSJ
"Injury sidelines Simone Biles for Q3, team adjusts strategy","Injury sidelines Simone Biles for Q3, team adjusts strategy",Sports,2025-07-05,CNN
"Injury sidelines Lionel Messi for next month, team adjusts s...","Injury sidelines Lionel Messi for next month, team adjusts strategy",Sports,2025-08-28,AP
Bayern Munich signs Lionel Messi to $546 million contract,Bayern Munich signs Lionel Messi to $546 million contract,Sports,2025-08-20,BBC
Controversy erupts over doping allegations in soccer champio...,Controversy erupts over doping allegations in soccer championship,Sports,2025-02-10,BBC
Yankees signs LeBron James to $694 million contract,Yankees signs LeBron James to $694 million contract,Sports,2025-06-25,Bloomberg
Bayern Munich defeats Barcelona 4-3 in thrilling soccer matc...,Bayern Munich defeats Barcelona 4-3 in thrilling soccer match,Sports,2025-09-20,Bloomberg
LeBron James announces retirement after 22-year career,LeBron James announces retirement after 22-year career,Sports,2025-06-02,AP
Serena Williams breaks season record at Olympics,Serena Williams breaks season record at Olympics,Sports,2025-04-13,NYT
Serena Williams announces retirement after 15-year career,Serena Williams announces retirement after 15-year career,Sports,2025-05-21,Bloomberg
Barcelona clinches league title after 95% accuracy,Barcelona clinches league title after 95% accuracy,Sports,2025-02-04,Bloomberg
Manchester United clinches division title after human-level ...,Manchester United clinches division title after human-level performance,Sports,2025-07-16,BBC
World Cup qualifier: UK advances after 0-4 victory,World Cup qualifier: UK advances after 0-4 victory,Sports,2025-06-06,BBC
Lakers defeats Lakers 5-0 in thrilling soccer match,Lakers defeats Lakers 5-0 in thrilling soccer match,Sports,2025-07-14,AP
tennis finals: Warriors vs Yankees set for Sunday,tennis finals: Warriors vs Yankees set for Sunday,Sports,2025-09-15,CNN
Bayern Munich clinches division title after record-breaking ...,Bayern Munich clinches division title after record-breaking speed,Sports,2025-07-05,Bloomberg
Barcelona clinches division title after human-level performa...,Barcelona clinches division title after human-level performance,Sports,2025-02-08,CNN
LeBron James breaks world record at Grand Slam,LeBron James breaks world record at Grand Slam,Sports,2025-06-24,WSJ
Lakers defeats Bayern Munich 5-2 in thrilling football match,Lakers defeats Bayern Munich 5-2 in thrilling football match,Sports,2025-06-16,CNN
LeBron James announces retirement after 12-year career,LeBron James announces retirement after 12-year career,Sports,2025-05-04,Reuters
football finals: Yankees vs Patriots set for next week,football finals: Yankees vs Patriots set for next week,Sports,2025-03-20,CNN
Olympic preparations underway for London 2025 games,Olympic preparations underway for London 2025 games,Sports,2025-03-07,WSJ
Manchester United clinches national title after 95% accuracy,Manchester United clinches national title after 95% accuracy,Sports,2025-04-28,WSJ
Lakers defeats Warriors 0-2 in thrilling basketball match,Lakers defeats Warriors 0-2 in thrilling basketball match,Sports,2025-07-01,WSJ
Controversy erupts over scheduling conflicts in tennis champ...,Controversy erupts over scheduling conflicts in tennis championship,Sports,2025-03-11,WSJ
Olympic preparations underway for Tokyo 2027 games,Olympic preparations underway for Tokyo 2027 games,Sports,2025-03-17,Reuters
LeBron James breaks world record at World Championships,LeBron James breaks world record at World Championships,Sports,2025-01-20,BBC
Lakers defeats Barcelona 1-4 in thrilling football match,Lakers defeats Barcelona 1-4 in thrilling football match,Sports,2025-02-11,BBC
Simone Biles announces retirement after 22-year career,Simone Biles announces retirement after 22-year career,Sports,2025-07-21,Bloomberg
Olympic preparations underway for Tokyo 2026 games,Olympic preparations underway for Tokyo 2026 games,Sports,2024-12-16,Reuters
Olympic preparations underway for London 2029 games,Olympic preparations underway for London 2029 games,Sports,2025-02-20,NYT
Olympic preparations underway for New York 2027 games,Olympic preparations underway for New York 2027 games,Sports,2025-03-07,Bloomberg
World Cup qualifier: Australia advances after 1-0 victory,World Cup qualifier: Australia advances after 1-0 victory,Sports,2025-08-18,BBC
Warriors clinches league title after record-breaking speed,Warriors clinches league title after record-breaking speed,Sports,2025-05-16,AP
tennis finals: Bayern Munich vs Patriots set for Sunday,tennis finals: Bayern Munich vs Patriots set for Sunday,Sports,2025-08-01,Bloomberg
World Cup qualifier: France advances after 5-5 victory,World Cup qualifier: France advances after 5-5 victory,Sports,2025-05-01,NYT
Bayern Munich clinches national title after 95% accuracy,Bayern Munich clinches national title after 95% accuracy,Sports,2024-12-24,WSJ
"Injury sidelines Simone Biles for Q3, team adjusts strategy","Injury sidelines Simone Biles for Q3, team adjusts strategy",Sports,2025-07-02,BBC
Lionel Messi breaks career record at World Championships,Lionel Messi breaks career record at World Championships,Sports,2025-06-30,AP
Manchester United signs Lionel Messi to $459 million contrac...,Manchester United signs Lionel Messi to $459 million contract,Sports,2025-05-05,WSJ
Warriors defeats Barcelona 3-2 in thrilling soccer match,Warriors defeats Barcelona 3-2 in thrilling soccer match,Sports,2025-06-23,Reuters
Chancellor meets with Prime Minister to discuss trade,Chancellor meets with Prime Minister to discuss trade,Politics,2025-03-07,NYT
Diplomatic tensions rise between Brazil and India over rule ...,Diplomatic tensions rise between Brazil and India over rule changes,Politics,2025-10-04,Reuters
Coalition government formed in Australia after World Champio...,Coalition government formed in Australia after World Championships,Politics,2025-03-14,BBC
International summit focuses on poverty,International summit focuses on poverty,Politics,2025-05-16,WSJ
Coalition government formed in Germany after World Champions...,Coalition government formed in Germany after World Championships,Politics,2025-01-09,AP
New legislation proposed to address scheduling conflicts,New legislation proposed to address scheduling conflicts,Politics,2025-08-10,NYT
"Germany announces new healthcare policy, effective next mont...","Germany announces new healthcare policy, effective next month",Politics,2025-08-16,BBC
"China announces new environmental policy, effective next mon...","China announces new environmental policy, effective next month",Politics,2025-10-28,BBC
Coalition government formed in UK after World Championships,Coalition government formed in UK after World Championships,Politics,2025-11-05,Bloomberg
Senator nominee faces scrutiny over scheduling conflicts,Senator nominee faces scrutiny over scheduling conflicts,Politics,2024-12-14,CNN
"China announces new healthcare policy, effective in 2026","China announces new healthcare policy, effective in 2026",Politics,2024-12-06,Reuters
Protests erupt in Paris demanding workers' rights,Protests erupt in Paris demanding workers' rights,Politics,2025-05-01,NYT
Parliament passes healthcare reform bill after months of deb...,Parliament passes healthcare reform bill after months of debate,Politics,2025-08-02,Reuters
Mayor nominee faces scrutiny over rule changes,Mayor nominee faces scrutiny over rule changes,Politics,2025-02-19,Bloomberg
Diplomatic tensions rise between Australia and China over do...,Diplomatic tensions rise between Australia and China over doping allegations,Politics,2025-03-13,WSJ
Senator nominee faces scrutiny over rule changes,Senator nominee faces scrutiny over rule changes,Politics,2025-03-30,CNN
Diplomatic tensions rise between UK and USA over scheduling ...,Diplomatic tensions rise between UK and USA over scheduling conflicts,Politics,2025-07-09,NYT
President nominee faces scrutiny over rule changes,President nominee faces scrutiny over rule changes,Politics,2025-11-18,Reuters
Protests erupt in New York demanding workers' rights,Protests erupt in New York demanding workers' rights,Politics,2025-06-29,Bloomberg
Diplomatic tensions rise between Canada and Brazil over sche...,Diplomatic tensions rise between Canada and Brazil over scheduling conflicts,Politics,2025-07-15,CNN
New legislation proposed to address rule changes,New legislation proposed to address rule changes,Politics,2025-06-04,WSJ
Parliament passes tax reform bill after months of debate,Parliament passes tax reform bill after months of debate,Politics,2025-04-12,Bloomberg
"Germany announces new healthcare policy, effective Q3","Germany announces new healthcare policy, effective Q3",Politics,2024-12-27,CNN
Chancellor meets with Prime Minister to discuss security,Chancellor meets with Prime Minister to discuss security,Politics,2025-01-30,NYT
Election results: John Smith wins Senator with 22% of votes,Election results: John Smith wins Senator with 22% of votes,Politics,2024-12-02,AP
Parliament passes infrastructure bill after months of debate,Parliament passes infrastructure bill after months of debate,Politics,2025-08-19,Bloomberg
Coalition government formed in France after Grand Slam,Coalition government formed in France after Grand Slam,Politics,2025-05-23,WSJ
International summit focuses on human rights,International summit focuses on human rights,Politics,2025-04-13,AP
International summit focuses on climate change,International summit focuses on climate change,Politics,2025-11-23,BBC
International summit focuses on human rights,International summit focuses on human rights,Politics,2025-05-05,NYT
Chancellor meets with Prime Minister to discuss immigration,Chancellor meets with Prime Minister to discuss immigration,Politics,2025-07-29,CNN
Protests erupt in Delhi demanding workers' rights,Protests erupt in Delhi demanding workers' rights,Politics,2025-02-19,BBC
Election results: Jane Doe wins Mayor with 23% of votes,Election results: Jane Doe wins Mayor with 23% of votes,Politics,2024-12-02,Bloomberg
Protests erupt in Delhi demanding policy reform,Protests erupt in Delhi demanding policy reform,Politics,2025-04-16,AP
Prime Minister meets with King to discuss security,Prime Minister meets with King to discuss security,Politics,2025-11-18,Reuters
Coalition government formed in Australia after Olympics,Coalition government formed in Australia after Olympics,Politics,2025-05-13,Reuters
Protests erupt in Paris demanding workers' rights,Protests erupt in Paris demanding workers' rights,Politics,2025-07-17,AP
President meets with Prime Minister to discuss security,President meets with Prime Minister to discuss security,Politics,2025-09-29,CNN
Coalition government formed in China after Grand Slam,Coalition government formed in China after Grand Slam,Politics,2024-12-14,Bloomberg
International summit focuses on human rights,International summit focuses on human rights,Politics,2025-08-06,Reuters
Parliament passes tax reform bill after months of debate,Parliament passes tax reform bill after months of debate,Politics,2025-08-22,Reuters
"France announces new environmental policy, effective this ye...","France announces new environmental policy, effective this year",Politics,2025-11-19,Bloomberg
President meets with Prime Minister to discuss security,President meets with Prime Minister to discuss security,Politics,2025-11-16,WSJ
"India announces new healthcare policy, effective next month","India announces new healthcare policy, effective next month",Politics,2025-06-17,BBC
Election results: Jane Doe wins Mayor with 22% of votes,Election results: Jane Doe wins Mayor with 22% of votes,Politics,2025-07-31,WSJ
International summit focuses on pandemic response,International summit focuses on pandemic response,Politics,2025-08-17,NYT
"Brazil announces new economic policy, effective Q3","Brazil announces new economic policy, effective Q3",Politics,2025-05-31,BBC
President meets with King to discuss trade,President meets with King to discuss trade,Politics,2025-04-09,Reuters
Election results: Sarah Johnson wins Senator with 6% of vote...,Election results: Sarah Johnson wins Senator with 6% of votes,Politics,2025-08-23,NYT
Protests erupt in Tokyo demanding government transparency,Protests erupt in Tokyo demanding government transparency,Politics,2025-04-29,BBC
"China announces new environmental policy, effective in 2026","China announces new environmental policy, effective in 2026",Politics,2025-07-25,BBC
"China announces new economic policy, effective this year","China announces new economic policy, effective this year",Politics,2025-02-05,Reuters
Coalition government formed in Australia after Grand Slam,Coalition government formed in Australia after Grand Slam,Politics,2025-07-18,AP
"India announces new environmental policy, effective next mon...","India announces new environmental policy, effective next month",Politics,2025-11-25,CNN
Prime Minister meets with Prime Minister to discuss security,Prime Minister meets with Prime Minister to discuss security,Politics,2025-01-13,WSJ
"USA announces new education policy, effective in 2026","USA announces new education policy, effective in 2026",Politics,2025-10-30,Reuters
